"ID","Year","X_L93","Y_L93","Cluster"
"12.5/2.5",2022,966991.90739917,6446633.48739842,5
"12.5/8.5",2022,967062.342032924,6446639.39400776,9
"12.5/9.5",2022,967074.246478066,6446640.37844265,5
"13.0/1.0",2022,966974.050731458,6446625.61191931,3
"13.0/10.0",2022,967080.198700644,6446634.47183331,5
"13.0/11.0",2022,967092.103145793,6446635.4562682,3
"13.0/12.0",2022,967104.007590927,6446636.44070309,4
"13.0/13.0",2022,967115.555000244,6446637.74263862,6
"13.0/14.0",2022,967127.816481218,6446638.40957287,3
"13.0/15.0",2022,967138.728889257,6446639.39400776,9
"13.0/16.0",2022,967150.633334398,6446640.37844265,1
"13.0/2.0",2022,966985.955176592,6446626.59635419,2
"13.0/3.0",2022,966997.859621748,6446627.58078909,2
"13.0/4.0",2022,967009.764066882,6446628.56522397,2
"13.0/6.0",2022,967033.572957173,6446630.53409375,2
"13.0/7.0",2022,967044.485365212,6446631.51852864,2
"13.0/9.0",2022,967068.294255503,6446633.48739842,4
"13.5/10.5",2022,967086.150923215,6446629.54965887,10
"13.5/11.5",2022,967098.05536836,6446630.53409375,9
"13.5/14.5",2022,967133.768703781,6446633.48739842,3
"13.5/15.5",2022,967145.67314893,6446634.47183331,3
"13.5/16.5",2022,967156.585556969,6446635.4562682,3
"13.5/17.5",2022,967169.482039206,6446636.44070309,3
"13.5/2.5",2022,966991.90739917,6446621.67417974,2
"13.5/3.5",2022,967004.803881407,6446622.65861463,5
"13.5/4.5",2022,967015.716289461,6446623.64304952,5
"13.5/5.5",2022,967027.620734595,6446624.62748441,9
"13.5/6.5",2022,967039.525179736,6446625.61191931,5
"13.5/7.5",2022,967051.429624885,6446626.59635419,2
"13.5/8.5",2022,967062.342032924,6446627.58078909,2
"13.5/9.5",2022,967075.238515161,6446628.56522397,4
"14.0/0.0",2022,966963.138323404,6446613.79870063,3
"14.0/1.0",2022,966975.042768545,6446614.29091807,3
"14.0/10.0",2022,967081.058445808,6446623.1138818,4
"14.0/12.0",2022,967104.404466721,6446625.18858513,3
"14.0/13.0",2022,967116.189849124,6446626.23916598,1
"14.0/16.0",2022,967151.625371493,6446629.54965887,3
"14.0/3.0",2022,966998.554154387,6446616.28898354,2
"14.0/4.0",2022,967010.392301167,6446617.14112649,10
"14.0/5.0",2022,967021.668512024,6446618.72087507,4
"14.0/7.0",2022,967045.477402307,6446620.68974485,2
"14.0/8.0",2022,967057.381847449,6446621.67417974,9
"14.5/1.5",2022,966980.994991116,6446608.87652618,3
"14.5/10.5",2022,967087.14296031,6446617.73644018,4
"14.5/11.5",2022,967099.047405452,6446618.72087507,3
"14.5/12.5",2022,967109.959813505,6446619.70530997,1
"14.5/2.5",2022,966992.899436265,6446609.86096106,2
"14.5/5.5",2022,967028.61277169,6446612.81426574,4
"14.5/6.5",2022,967039.525179736,6446613.79870063,3
"14.5/7.5",2022,967052.42166198,6446614.78313552,4
"14.5/8.5",2022,967063.334070027,6446615.76757041,4
"14.5/9.5",2022,967075.238515161,6446616.7520053,4
"15.0/1.0",2022,966975.667511609,6446602.59678111,2
"15.0/10.0",2022,967081.190737739,6446611.82983085,4
"15.0/11.0",2022,967093.095182888,6446612.81426574,3
"15.0/12.0",2022,967104.999628022,6446613.79870063,3
"15.0/2.0",2022,966987.367410012,6446603.66834575,5
"15.0/4.0",2022,967010.756103978,6446605.92322151,10
"15.0/5.0",2022,967022.660549119,6446606.9076564,4
"15.0/6.0",2022,967034.564994268,6446607.89209129,9
"15.0/7.0",2022,967045.477402307,6446608.87652618,10
"15.0/8.0",2022,967058.016696329,6446609.74189833,9
"15.5/1.5",2022,966981.70110783,6446597.41252196,2
"15.5/10.5",2022,967087.14296031,6446606.9076564,5
"15.5/14.5",2022,967134.760740876,6446610.84539596,1
"15.5/2.5",2022,966993.395454817,6446598.53995984,2
"15.5/5.5",2022,967028.61277169,6446601.98548195,5
"15.5/6.5",2022,967040.517216831,6446602.96991684,9
"15.5/7.5",2022,967052.42166198,6446603.95435173,9
"16.0/10.0",2022,967082.103399676,6446600.24698305,5
"16.0/12.0",2022,967105.991665125,6446602.96991684,1
"16.0/14.0",2022,967128.808518313,6446604.93878662,8
"16.0/15.0",2022,967140.712963454,6446605.92322151,8
"16.0/2.0",2022,966987.93925079,6446592.14113305,3
"16.0/3.0",2022,966999.678497131,6446593.23051237,9
"16.0/4.0",2022,967011.576833433,6446594.10363912,2
"16.0/6.0",2022,967035.038807436,6446596.12505982,9
"16.0/9.0",2022,967070.318017272,6446599.14348542,10
"16.5/10.5",2022,967088.134997413,6446595.09443772,1
"16.5/2.5",2022,966993.89147336,6446586.23452372,5
"16.5/8.5",2022,967064.326107122,6446593.12556794,10
"17.0/10.0",2022,967082.710204875,6446588.65321155,2
"17.0/14.0",2022,967129.800555408,6446593.12556794,3
"17.0/4.0",2022,967012.012724943,6446582.66058697,2
"17.0/5.0",2022,967023.652586214,6446583.28121905,5
"17.0/6.0",2022,967035.601048144,6446584.67122441,5
"17.0/9.0",2022,967070.962681378,6446587.70070964,10
"17.5/4.5",2022,967017.700363651,6446577.37460971,2
"17.5/7.5",2022,967053.413699076,6446580.32791438,4
"18.0/13.0",2022,967118.534859861,6446580.0806944,1
"18.0/14.0",2022,967130.494050448,6446581.19194663,1
"18.0/5.0",2022,967024.413264819,6446572.12946002,8
"18.0/7.0",2022,967048.023717213,6446574.06525682,3
"18.0/9.0",2022,967071.323283568,6446576.19949152,3
"18.5/6.5",2022,967042.501291022,6446567.53026082,6
"18.5/7.5",2022,967054.405736178,6446568.5146957,3
"18.5/8.5",2022,967065.318144217,6446569.49913059,3
"19.0/10.0",2022,967083.769973231,6446565.79290191,3
"19.0/11.0",2022,967095.575351821,6446566.7773368,3
"19.0/12.0",2022,967107.380578014,6446567.79484468,1
"2.0/9.0",2022,967061.349995829,6446760.47949919,8
"2.5/10.5",2022,967080.198700644,6446756.54175964,1
"2.5/8.5",2022,967056.389810354,6446754.57288985,1
"2.5/9.5",2022,967068.294255503,6446755.55732474,8
"20.0/11.0",2022,967096.137440147,6446555.22870199,3
"20.0/12.0",2022,967107.909593349,6446556.24620986,5
"21.0/12.0",2022,967108.537827634,6446544.82211238,4
"3.0/10.0",2022,967074.246478066,6446749.65071541,1
"3.0/15.0",2022,967132.776666686,6446754.57288985,1
"3.0/17.0",2022,967156.585556969,6446756.54175964,1
"3.0/18.0",2022,967168.490002111,6446757.52619452,1
"3.0/9.0",2022,967062.342032924,6446748.66628052,1
"3.5/10.5",2022,967080.717570521,6446744.365971,1
"3.5/13.5",2022,967115.912036069,6446747.68184563,1
"3.5/14.5",2022,967127.816481218,6446748.66628052,1
"3.5/15.5",2022,967139.720926359,6446749.65071541,1
"3.5/16.5",2022,967150.633334398,6446750.63515029,5
"4.0/10.0",2022,967075.284217827,6446738.09679171,5
"4.0/11.0",2022,967086.150923215,6446738.82193162,1
"4.0/13.0",2022,967110.566475883,6446740.87492227,1
"4.0/14.0",2022,967121.86425864,6446742.75967118,1
"4.0/15.0",2022,967133.768703781,6446743.74410607,1
"4.0/16.0",2022,967145.67314893,6446744.72854096,5
"4.0/17.0",2022,967157.445454522,6446745.15073514,2
"4.0/9.0",2022,967063.417631574,6446737.02522707,8
"4.5/10.5",2022,967080.955695987,6446732.62528749,7
"4.5/12.5",2022,967104.999628022,6446734.88419206,1
"4.5/14.5",2022,967127.816481218,6446736.85306184,5
"4.5/15.5",2022,967140.712963454,6446737.83749673,1
"4.5/16.5",2022,967151.625371493,6446738.82193162,8
"4.5/8.5",2022,967057.381847449,6446729.96201761,8
"4.5/9.5",2022,967069.579019467,6446731.86200552,8
"5.0/10.0",2022,967075.760468759,6446726.42864337,5
"5.0/12.0",2022,967099.255515762,6446728.61146023,3
"5.0/13.0",2022,967110.963351682,6446729.28614908,1
"5.0/14.0",2022,967122.849453491,6446730.5009985,3
"5.0/16.0",2022,967146.665186025,6446732.91532228,1
"5.0/18.0",2022,967169.482039206,6446734.88419206,8
"5.0/8.0",2022,967052.231161599,6446724.61103438,1
"5.0/9.0",2022,967063.873821106,6446725.62721934,5
"5.5/10.5",2022,967081.845506601,6446721.39314585,2
"5.5/11.5",2022,967094.087219983,6446722.08653849,5
"5.5/12.5",2022,967104.999628022,6446723.07097338,2
"5.5/14.5",2022,967128.808518313,6446725.03984316,1
"5.5/7.5",2022,967046.46943941,6446718.14879894,7
"6.0/10.0",2022,967076.230552256,6446715.19549427,5
"6.0/11.0",2022,967088.042545442,6446716.07409561,2
"6.0/12.0",2022,967100.039442547,6446717.16436405,2
"6.0/13.0",2022,967110.951850601,6446718.14879894,7
"6.0/15.0",2022,967134.760740876,6446720.11766871,8
"6.0/17.0",2022,967158.569631167,6446722.08653849,1
"6.0/6.0",2022,967029.47401209,6446711.25775471,1
"6.0/7.0",2022,967040.517216831,6446712.24218959,1
"6.5/10.5",2022,967082.182774834,6446709.28888493,2
"6.5/12.5",2022,967105.495646574,6446711.74997215,2
"6.5/14.5",2022,967129.800555408,6446713.22662449,2
"6.5/15.5",2022,967141.207376955,6446714.84294418,2
"6.5/16.5",2022,967152.617408589,6446715.19549427,2
"6.5/5.5",2022,967023.652586214,6446704.36671048,1
"6.5/6.5",2022,967035.557031363,6446705.35114537,7
"6.5/7.5",2022,967047.461476505,6446706.33558026,5
"6.5/9.5",2022,967071.270366795,6446708.30445004,2
"7.0/10.0",2022,967077.222589351,6446703.38227559,7
"7.0/12.0",2022,967100.039442547,6446705.35114537,2
"7.0/13.0",2022,967111.943887696,6446706.33558026,5
"7.0/14.0",2022,967123.848332837,6446707.32001515,2
"7.0/15.0",2022,967135.749567884,6446708.58378475,9
"7.0/16.0",2022,967147.657223128,6446709.28888493,2
"7.0/18.0",2022,967171.094444154,6446711.56167613,1
"7.0/6.0",2022,967029.604808792,6446699.44453603,5
"7.0/7.0",2022,967041.509253927,6446700.42897092,5
"7.0/8.0",2022,967053.413699076,6446701.41340581,7
"7.0/9.0",2022,967065.11985871,6446702.3978407,5
"7.5/12.5",2022,967105.991665125,6446700.42897092,4
"7.5/13.5",2022,967118.888147354,6446701.41340581,9
"7.5/14.5",2022,967129.800555408,6446702.3978407,2
"7.5/15.5",2022,967141.70500055,6446703.38227559,3
"7.5/17.5",2022,967165.51389084,6446705.35114537,5
"7.5/4.5",2022,967012.797480554,6446691.99295046,1
"7.5/5.5",2022,967024.644623309,6446693.53792669,3
"7.5/6.5",2022,967035.557031363,6446694.52236158,1
"7.5/7.5",2022,967048.4535136,6446695.50679647,5
"7.5/8.5",2022,967059.365921639,6446696.49123136,5
"7.5/9.5",2022,967071.270366795,6446697.47566625,2
"8.0/11.0",2022,967089.193180473,6446692.98344058,5
"8.0/13.0",2022,967112.7045663,6446695.08460229,7
"8.0/14.0",2022,967124.57578607,6446696.08888097,5
"8.0/16.0",2022,967147.657223128,6446697.47566625,6
"8.0/4.0",2022,967006.887174545,6446685.9931774,1
"8.0/7.0",2022,967041.509253927,6446688.61575225,2
"8.0/8.0",2022,967054.405736178,6446689.60018713,5
"8.0/9.0",2022,967065.741478397,6446691.11378975,9
"8.5/10.5",2022,967083.174811929,6446686.64688247,2
"8.5/11.5",2022,967096.071294181,6446687.63131736,5
"8.5/14.5",2022,967130.792592511,6446690.58462202,2
"8.5/16.5",2022,967153.609445684,6446692.5534918,6
"8.5/17.5",2022,967166.50592792,6446693.53792669,3
"8.5/18.5",2022,967177.418335974,6446694.52236158,2
"8.5/4.5",2022,967012.740178175,6446680.74027313,1
"8.5/7.5",2022,967048.4535136,6446683.6935778,5
"8.5/9.5",2022,967072.262403876,6446685.66244758,2
"9.0/11.0",2022,967089.821567147,6446681.59241608,3
"9.0/13.0",2022,967112.935924791,6446683.6935778,9
"9.0/14.0",2022,967124.840369932,6446684.67801268,9
"9.0/15.0",2022,967136.744815066,6446685.66244758,5
"9.0/16.0",2022,967148.649260201,6446686.64688247,6
"9.0/17.0",2022,967159.561668262,6446687.63131736,2
"9.0/18.0",2022,967172.458150491,6446688.61575225,5
"9.0/19.0",2022,967183.965872228,6446689.60018713,7
"9.0/20.0",2022,967195.67187948,6446690.617695,8
"9.0/4.0",2022,967007.779992692,6446674.83366379,1
"9.0/5.0",2022,967019.221568471,6446675.65273377,2
"9.0/6.0",2022,967030.596845888,6446676.80253357,5
"9.0/7.0",2022,967042.501291022,6446677.78696846,5
"9.5/11.5",2022,967096.071294181,6446675.81809868,3
"9.5/13.5",2022,967119.880184449,6446677.78696846,1
"9.5/14.5",2022,967130.792592511,6446678.77140335,3
"9.5/15.5",2022,967143.68907474,6446679.75583823,3
"9.5/16.5",2022,967154.601482779,6446680.74027313,3
"9.5/17.5",2022,967166.50592792,6446681.72470801,5
"9.5/2.5",2022,966989.92332498,6446666.95818467,1
"9.5/3.5",2022,967001.827770129,6446667.94261956,1
"9.5/4.5",2022,967013.73221527,6446668.92705445,2
"9.5/5.5",2022,967025.636660405,6446669.91148934,2
"9.5/6.5",2022,967036.549068458,6446670.89592423,2
"9.5/7.5",2022,967049.445550695,6446671.88035912,2
